,pk_time,pk_mag,a1,a2,std_time,std_mag,std_a1,std_a2,chi_2,filter,name,dof,redshift
92,59340.85617919742,22.058078491140503,-5.509115612552997,0.460897355603703,0.8929496321584468,0.04267819873328192,0.2482156873514258,0.03286408805734179,5.879612111763018,r,missing7 ,5.0,0.5031
93,59337.334553901565,22.18980747667656,-5.803652599430925,0.01635799785482001,1.4851010039259414,0.07764722325882367,1.608747392297223,0.0754965965847405,26.148584775405293,g,missing7 ,8.0,0.5031
94,59330.33447919742,21.988339336977187,0.258506760248786,0.2665241882780673,0.0,0.10357078483211545,0.041220517185413814,0.011260272981715091,38.48842108581062,z,missing7 ,6.0,0.5031
95,59282.53802,14.3488145107171,-10.0,0.2806326076053198,0.0,0.06760819359171374,0.0,0.04509526336405381,3207.563012852889,g,2021moa ,15.0,0.2781
96,59285.223028349224,20.64856335677834,-3.0787836511087447,0.4024111897997887,14.83745600607577,0.9341177243334078,0.14066216769771583,0.02193529591804925,173.10147288002912,r,2021moa ,3.0,0.2781
97,59285.521916547616,20.669826037223064,1.4243481009014753,-0.22356822375136168,14.301039573538704,0.6797404261077205,0.02918865439513135,0.008252785658166657,36.25070117520541,z,2021moa ,3.0,0.2781
98,59331.67264062418,20.83830576192752,0.20011695347397293,0.21265474903837242,0.798202110381501,0.029242975437874512,0.34116568485433363,0.040665503750956206,523.8619231684889,g,2021mod ,20.0,0.2363
99,59323.01854062418,21.031403160184514,1.6456741550420557,-0.31527129610451304,0.0,0.03939988774371344,0.027714310207244536,0.007882516373287046,88.25475240315355,z,2021mod ,17.0,0.2363
100,59340.32674062418,20.92070747315944,-1.104665510766829,0.4278682566045011,0.0,0.015282247458029944,0.11497131459241432,0.020534470370559735,981.6556190022764,r,2021mod ,12.0,0.2363
101,59333.23656435288,19.82586828246021,-5.126776491725531,0.1440073098127564,0.13500528167591733,0.011160085362851527,0.349078540802951,0.04386742447747713,15.81295171559207,g,2021jyh ,12.0,0.2795
102,59335.19333380622,19.828636406591254,-1.9458455677440867,0.4051993597976589,0.20142049095370315,0.008899902912084602,0.10858441588749747,0.021405007768648957,168.7796884199219,r,2021jyh ,7.0,0.2795
103,59331.990917333605,20.606628009726727,1.4413794530091786,-0.22230360783815176,0.4763329596401718,0.019396914709943293,0.029097783479966017,0.008259276210883652,103.99234271809159,z,2021jyh ,8.0,0.2795
104,59281.17705,21.759317306981373,-3.325437877287102,0.04960377003895504,0.0,0.08729555910948729,0.6468988221320539,0.06096286831698123,22.340161651392105,g,2021hmz ,16.0,0.4112
105,59271.29865,19.93789346997124,-4.435222432056424,0.42862354006226977,0.0,0.03518550542023884,0.18296464534499993,0.027241132647625163,7.832302134296354,r,2021hmz ,9.0,0.4112
106,59290.22377113822,21.351852519735335,0.7328417170545445,0.06590094661578624,5.862433593014314,0.1884289805473833,0.035461762725368516,0.009821746107028535,15.804966929855027,z,2021hmz ,6.0,0.4112
107,59321.178424256526,21.2166237379778,1.3146265387459255,-0.17654177458400813,5.205463779356467,0.155348987314311,0.03004622512432354,0.008468482606415967,79.01618648598057,z,2021ln,15.0,0.3
108,59312.07842425653,21.331774145431716,0.36864578628149275,0.08894650559129962,0.0,0.17273340232923368,0.7919084018516136,0.047271511986209394,196.90286025599136,g,2021ln,10.0,0.3
109,59312.07842425653,19.94963184146988,-2.7918711276108215,0.3728943973646939,0.0,0.04296771612905944,0.14696355517057738,0.022663286531783303,513.9924001426098,r,2021ln,8.0,0.3
110,59333.42452095985,21.56096774897111,0.667425563169956,0.09640006295028603,1.780933461267137,0.065121770709657,0.0362304020713776,0.010018273058761844,93.01493467480667,z,2021kia ,15.0,0.4249
111,59331.71565887937,22.332662237770016,-4.5894569373194996,0.4418537239416188,0.6803829736806745,0.04525194369196862,0.20137655551060055,0.028344544957085428,20.889161623712226,r,2021kia ,10.0,0.4249
112,59333.29513758531,22.693299710490294,-6.8872775067785685,0.054457704031103386,2.62982434244436,0.21885323489273328,1.371150292208198,0.06307427339340164,14.275919255498454,g,2021kia ,4.0,0.4249
113,59335.375781089955,22.09505852689157,-4.5243204162239765,0.43416445920583546,0.6256263184985407,0.03306902048459224,0.19346458519635362,0.027518481170130952,40.96011975814461,r,2021kii ,18.0,0.4099
114,59333.41869219924,22.887298291794252,-6.077212821416449,0.0663557138106222,0.8128755627816552,0.07990340354318094,1.240277556063799,0.0608521644070998,21.677335164777098,g,2021kii ,13.0,0.4099
115,59336.905590064845,22.303060746470823,0.7442422273269037,0.06359701226266175,1.9256842274710373,0.07224987179226902,0.03539185572055983,0.009804414840827209,17.980797520672496,z,2021kii ,13.0,0.4099
116,59355.16591801369,22.07060867575496,1.1246802820693067,-0.09684987532545476,1.405197810036581,0.06245341235589374,0.031640796810141356,0.008864704827053996,9.149497964101531,z,2021hmg ,9.0,0.3363
117,59350.74276714588,23.06402508955975,-3.695154695659388,0.41874182753792344,1.8724926012627197,0.09757489637348636,0.16242250996792348,0.024159572394421278,9.520367621522423,r,2021hmg ,4.0,0.3363
118,59358.67140425306,22.060993053813093,-7.131475792325111,0.5090296663841585,2.441789380040701,0.05140874879214519,0.39434176742479354,0.04660690568043228,11.337026752135777,r,missing14,4.0,0.6877
119,59338.830389557326,21.844786229795083,1.0446298770707676,-0.06202728569662942,1.970096711965699,0.06913413788135171,0.032372881763465436,0.009050375315786015,32.70932440170803,z,2021jgk  ,15.0,0.3521
120,59335.82085209285,22.692856142915524,-3.845894196664927,0.10351228960504058,3.152026465589977,0.13337989324052568,0.9560261523529533,0.053288131483723855,93.70835796039945,g,2021jgk  ,6.0,0.3521
121,59329.36568955733,21.585280404288913,-3.899031798903018,0.4324250930282823,0.0,0.026521440548813488,0.1663258191921222,0.024793281588657807,169.6473412483299,r,2021jgk  ,8.0,0.3521
122,59352.1532703192,19.409398086420193,-1.293482910662166,0.4466493038470328,0.07860542225916178,0.005059263659487432,0.10910432062623732,0.018889600045364125,329.5848447445721,r,2021lox ,9.0,0.1972
123,59355.73823473913,19.629447146691298,1.856720789372401,-0.3962577063920156,0.17711049334457488,0.009807252586094894,0.026545101064434685,0.0075873325885035085,133.6310320747462,z,2021lox ,7.0,0.1972
124,59299.00508735715,20.452095763171297,-1.416391766008234,0.36264068844637143,0.22792931746330897,0.009294673424621301,0.09925165596873015,0.01837721038952674,55.97835561484826,r,2021hab ,14.0,0.151
125,59298.6663773574,20.47212072213509,-5.109820174291079,0.22328462700030427,0.2718026783815394,0.011561563616504494,0.3524943776461089,0.035479323172585495,17.08350686063586,g,2021hab ,15.0,0.151
126,59295.63341239174,21.339880950879945,2.082396145326266,-0.5012319484435791,1.6934720710191753,0.0409739023918679,0.025424458870451947,0.007318540569915627,25.11066839322295,z,2021hab ,10.0,0.151
127,59339.60042775257,20.265852289092972,0.9102099667765854,-0.023477252700192457,2.4255585119388794,0.07742918239152854,0.03336111586814283,0.009297806304676292,3654.946865155718,z,missing2 ,16.0,0.3721
